team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
STL,2025,STL,STL,Team Level,all,28,0.48,0.49,0.49,102282.0,797.12,80.08,55.08,189.54,26.4,426.9,304.06,76.64,79.93,76.52,722.0,361.0,436.0,1519.0,71.0,94.0,11.0,139.0,0.0,372.0,407.0,651.0,1012.0,75.0,175.0,750.0,641.0,122.0,394.0,764.0,216.0,103.0,21.85,27.59,30.64,24.0,24.0,23.0,1515.49,1083.0,1083.51,177.0,12.07,18.56,18.56,73.53,73.49,71.8,836.91,87.26,54.87,199.3,27.57,440.09,324.9,82.68,87.62,83.09,764.0,370.0,448.0,1582.0,98.0,79.0,13.0,147.0,1.0,389.0,420.0,666.0,1036.0,84.0,190.0,721.0,513.0,127.0,476.0,812.0,223.0,99.0,22.71,29.13,35.42,38.0,28.0,32.0,1596.13,1134.0,1140.3,220.0,12.06,20.81,20.89,78.44,78.95,76.92
STL,2025,STL,STL,Team Level,5on5,28,0.5,0.48,0.48,85549.0,644.2,61.7,42.74,159.0,21.24,340.23,249.16,59.1,61.55,58.98,584.0,291.0,354.0,1229.0,51.0,79.0,9.0,116.0,0.0,297.0,332.0,533.0,824.0,69.0,165.0,593.0,622.0,101.0,357.0,611.0,190.0,74.0,17.26,24.42,20.02,21.0,21.0,9.0,1225.49,875.0,875.51,160.0,8.9,15.31,15.31,55.22,55.18,54.01,686.67,60.94,43.77,171.41,22.8,360.43,270.65,57.99,61.3,58.39,620.0,310.0,381.0,1311.0,69.0,64.0,6.0,129.0,1.0,325.0,342.0,551.0,861.0,77.0,176.0,586.0,494.0,113.0,430.0,692.0,173.0,65.0,19.13,23.2,18.62,35.0,21.0,13.0,1325.13,930.0,936.3,196.0,9.11,14.82,14.89,55.16,55.68,54.54
STL,2025,STL,STL,Team Level,4on5,28,0.09,0.13,0.14,6183.0,15.72,1.46,0.75,2.37,0.43,4.7,10.29,1.43,1.46,1.43,15.0,5.0,3.0,23.0,2.0,1.0,0.0,3.0,0.0,2.0,12.0,13.0,18.0,1.0,2.0,47.0,8.0,11.0,9.0,14.0,4.0,2.0,0.34,0.58,0.55,1.0,0.0,1.0,23.0,20.0,20.0,8.0,0.18,0.31,0.31,1.33,1.33,1.31,86.63,14.18,6.94,17.35,2.7,49.77,27.05,13.7,14.18,13.7,78.0,40.0,39.0,157.0,15.0,10.0,6.0,10.0,0.0,37.0,46.0,63.0,103.0,5.0,10.0,59.0,3.0,4.0,23.0,75.0,27.0,16.0,1.9,3.04,9.24,1.0,2.0,12.0,157.0,118.0,118.0,6.0,1.8,3.99,3.99,11.99,11.99,11.62
STL,2025,STL,STL,Team Level,5on4,28,0.85,0.87,0.85,7840.0,107.81,11.99,9.5,22.8,3.74,65.32,33.66,11.45,11.99,11.45,101.0,46.0,59.0,206.0,14.0,13.0,2.0,18.0,0.0,55.0,47.0,87.0,133.0,3.0,6.0,74.0,6.0,6.0,19.0,113.0,16.0,18.0,3.19,1.85,6.94,2.0,3.0,9.0,206.0,147.0,147.0,4.0,2.41,2.43,2.43,11.96,11.96,11.62,18.16,2.04,1.08,2.79,0.64,6.21,12.24,2.03,2.04,2.03,19.0,6.0,6.0,31.0,1.0,1.0,0.0,0.0,0.0,7.0,16.0,18.0,24.0,1.0,2.0,50.0,10.0,8.0,17.0,16.0,6.0,3.0,0.43,0.95,0.66,0.0,1.0,0.0,31.0,25.0,25.0,14.0,0.24,0.16,0.16,2.12,2.12,2.11
VGK,2025,VGK,VGK,Team Level,other,26,0.46,0.42,0.42,3556.0,54.75,12.57,3.88,9.51,1.86,26.13,19.05,12.17,12.57,12.17,51.0,22.0,18.0,91.0,8.0,4.0,1.0,8.0,0.0,18.0,35.0,43.0,65.0,2.0,4.0,57.0,5.0,13.0,16.0,26.0,32.0,15.0,1.02,4.18,7.37,1.0,1.0,6.0,91.0,73.0,73.0,8.0,1.08,1.0,1.0,12.65,12.65,12.27,77.03,14.75,5.12,13.83,2.32,35.44,29.53,13.83,14.75,13.83,70.0,31.0,23.0,124.0,16.0,3.0,1.0,14.0,0.0,39.0,29.0,54.0,85.0,0.0,0.0,42.0,10.0,7.0,11.0,53.0,28.0,20.0,2.06,3.56,9.13,2.0,5.0,9.0,124.0,101.0,101.0,3.0,1.43,0.97,0.97,15.21,15.21,14.34
VGK,2025,VGK,VGK,Team Level,all,26,0.54,0.52,0.52,95889.0,854.29,91.27,59.71,202.74,27.9,446.67,327.71,87.32,90.94,87.03,776.0,380.0,460.0,1616.0,79.0,81.0,13.0,168.0,1.0,402.0,425.0,697.0,1077.0,83.0,186.0,821.0,508.0,108.0,423.0,771.0,288.0,97.0,21.45,37.34,32.47,18.0,33.0,28.0,1611.19,1156.0,1151.15,171.0,13.33,16.99,16.99,87.61,87.38,85.19,769.99,77.47,50.46,186.65,26.04,410.35,303.03,74.68,78.3,75.49,650.0,404.0,448.0,1502.0,77.0,72.0,9.0,143.0,0.0,390.0,372.0,573.0,977.0,93.0,213.0,702.0,551.0,120.0,380.0,776.0,197.0,81.0,22.56,25.41,29.5,29.0,19.0,29.0,1513.16,1054.0,1065.08,172.0,11.29,15.02,15.02,73.73,74.37,72.41
VGK,2025,VGK,VGK,Team Level,5on5,26,0.54,0.52,0.53,79087.0,665.51,58.75,43.54,165.01,21.66,352.87,266.17,56.55,58.42,56.26,602.0,306.0,379.0,1287.0,52.0,55.0,7.0,139.0,1.0,326.0,335.0,550.0,856.0,72.0,164.0,644.0,483.0,85.0,377.0,653.0,206.0,49.0,18.3,26.85,13.6,16.0,27.0,9.0,1282.19,908.0,903.15,154.0,9.09,10.96,11.04,56.79,56.56,55.55,592.55,50.59,37.31,151.53,20.48,320.21,236.89,48.95,51.42,49.75,491.0,326.0,379.0,1196.0,49.0,63.0,7.0,111.0,0.0,304.0,290.0,442.0,768.0,82.0,189.0,552.0,526.0,96.0,331.0,627.0,142.0,48.0,17.96,18.4,14.23,26.0,12.0,11.0,1207.15,817.0,828.08,155.0,7.74,12.54,12.54,45.79,46.42,45.56
VGK,2025,VGK,VGK,Team Level,4on5,26,0.13,0.13,0.14,6243.0,13.76,1.58,0.79,2.24,0.48,4.42,8.47,1.5,1.58,1.5,15.0,3.0,5.0,23.0,1.0,2.0,1.0,1.0,0.0,3.0,11.0,14.0,17.0,1.0,2.0,46.0,19.0,8.0,8.0,11.0,4.0,3.0,0.28,0.52,0.78,0.0,0.0,1.0,23.0,18.0,18.0,7.0,0.18,0.56,0.56,1.2,1.2,1.2,84.71,10.4,7.08,18.8,2.7,49.33,25.7,10.17,10.4,10.17,76.0,38.0,45.0,159.0,11.0,5.0,1.0,18.0,0.0,43.0,37.0,65.0,103.0,7.0,14.0,60.0,6.0,3.0,21.0,82.0,20.0,12.0,2.1,2.43,5.87,1.0,1.0,9.0,159.0,114.0,114.0,3.0,1.9,1.5,1.5,10.8,10.8,10.6
VGK,2025,VGK,VGK,Team Level,5on4,26,0.91,0.9,0.88,7003.0,120.28,18.37,11.5,25.97,3.89,63.24,34.02,17.1,18.37,17.1,108.0,49.0,58.0,215.0,18.0,20.0,4.0,20.0,0.0,55.0,44.0,90.0,139.0,8.0,16.0,74.0,1.0,2.0,22.0,81.0,46.0,30.0,1.84,5.8,10.73,1.0,5.0,12.0,215.0,157.0,157.0,2.0,2.98,4.47,4.39,16.96,16.96,16.18,15.71,1.73,0.95,2.48,0.54,5.37,10.92,1.72,1.73,1.72,13.0,9.0,1.0,23.0,1.0,1.0,0.0,0.0,0.0,4.0,16.0,12.0,21.0,4.0,10.0,48.0,9.0,14.0,17.0,14.0,7.0,1.0,0.44,1.03,0.26,0.0,1.0,0.0,23.0,22.0,22.0,11.0,0.21,0.01,0.01,1.94,1.94,1.92
WSH,2025,WSH,WSH,Team Level,other,28,0.69,0.62,0.63,3614.0,57.18,17.29,3.66,10.46,2.07,27.99,18.53,16.27,17.29,16.27,45.0,35.0,29.0,109.0,12.0,8.0,0.0,9.0,0.0,29.0,22.0,33.0,68.0,2.0,7.0,30.0,17.0,6.0,16.0,33.0,22.0,25.0,1.3,2.99,13.01,2.0,1.0,9.0,109.0,80.0,80.0,5.0,1.01,2.09,2.09,16.21,16.21,15.6,35.41,7.83,2.27,6.89,1.16,19.08,10.79,7.53,7.83,7.53,33.0,15.0,20.0,68.0,4.0,3.0,0.0,9.0,0.0,19.0,13.0,29.0,44.0,3.0,9.0,45.0,6.0,4.0,23.0,27.0,8.0,13.0,0.99,1.1,5.73,0.0,0.0,4.0,68.0,48.0,48.0,7.0,0.64,1.29,1.29,7.17,7.17,7.1
WSH,2025,WSH,WSH,Team Level,all,28,0.52,0.52,0.52,101479.0,918.02,102.86,60.81,220.41,31.28,486.88,354.75,97.94,103.29,98.32,829.0,428.0,479.0,1736.0,98.0,105.0,14.0,171.0,1.0,410.0,472.0,731.0,1159.0,100.0,221.0,711.0,560.0,134.0,439.0,839.0,308.0,110.0,25.5,38.65,38.71,38.0,35.0,25.0,1749.51,1257.0,1266.38,195.0,13.42,21.14,21.14,95.15,95.62,92.77,842.02,93.91,55.95,197.97,27.99,441.43,322.76,88.84,93.74,88.68,720.0,420.0,439.0,1579.0,69.0,95.0,12.0,147.0,1.0,403.0,425.0,651.0,1071.0,97.0,220.0,767.0,540.0,119.0,437.0,771.0,261.0,108.0,23.73,32.38,37.8,19.0,22.0,28.0,1567.48,1140.0,1134.79,196.0,12.52,20.9,21.66,84.76,84.73,82.76
WSH,2025,WSH,WSH,Team Level,5on5,28,0.53,0.53,0.54,81810.0,728.96,69.74,46.72,182.99,24.93,387.65,288.96,66.7,70.17,67.08,660.0,341.0,407.0,1408.0,71.0,87.0,11.0,138.0,1.0,318.0,386.0,589.0,930.0,88.0,191.0,545.0,520.0,112.0,380.0,683.0,251.0,67.0,20.05,31.37,18.33,32.0,29.0,10.0,1421.51,1001.0,1010.38,172.0,9.71,16.77,16.77,62.69,63.17,61.66,636.06,60.89,40.03,156.77,21.11,332.84,251.37,58.78,60.73,58.63,533.0,330.0,365.0,1228.0,39.0,69.0,6.0,116.0,1.0,305.0,333.0,494.0,824.0,85.0,190.0,594.0,506.0,99.0,360.0,607.0,191.0,65.0,18.71,23.76,18.41,14.0,16.0,9.0,1216.48,863.0,857.79,177.0,8.34,13.54,13.93,55.29,55.26,54.31
WSH,2025,WSH,WSH,Team Level,4on5,28,0.07,0.1,0.11,8303.0,18.74,1.8,0.84,2.57,0.52,5.51,12.76,1.78,1.8,1.78,18.0,6.0,5.0,29.0,1.0,0.0,0.0,0.0,0.0,5.0,18.0,17.0,23.0,3.0,6.0,55.0,14.0,9.0,19.0,20.0,1.0,3.0,0.85,0.16,0.79,1.0,0.0,0.0,29.0,24.0,24.0,13.0,0.2,0.0,0.0,1.99,1.99,1.97,150.92,23.32,12.68,30.98,5.06,82.92,46.05,20.68,23.32,20.68,131.0,70.0,53.0,254.0,23.0,22.0,6.0,21.0,0.0,76.0,59.0,108.0,178.0,3.0,6.0,71.0,4.0,6.0,43.0,119.0,54.0,28.0,3.6,6.63,13.09,3.0,5.0,15.0,254.0,201.0,201.0,4.0,3.32,5.76,6.13,20.51,20.51,19.57
WSH,2025,WSH,WSH,Team Level,5on4,28,0.88,0.87,0.84,7752.0,113.14,14.03,9.6,24.39,3.77,65.72,34.5,13.19,14.03,13.19,106.0,46.0,38.0,190.0,14.0,10.0,3.0,24.0,0.0,58.0,46.0,92.0,138.0,7.0,17.0,81.0,9.0,7.0,24.0,103.0,34.0,15.0,3.32,4.13,6.58,3.0,5.0,6.0,190.0,152.0,152.0,5.0,2.5,2.27,2.27,14.26,14.26,13.53,19.64,1.88,0.97,3.34,0.66,6.6,14.54,1.84,1.88,1.84,23.0,5.0,1.0,29.0,3.0,1.0,0.0,1.0,0.0,3.0,20.0,20.0,25.0,6.0,15.0,57.0,24.0,10.0,11.0,18.0,8.0,2.0,0.42,0.88,0.57,2.0,1.0,0.0,29.0,28.0,28.0,8.0,0.22,0.31,0.31,1.79,1.79,1.77
BOS,2025,BOS,BOS,Team Level,other,29,0.38,0.38,0.38,4542.0,49.69,11.34,3.12,9.6,1.86,24.6,17.49,11.06,11.34,11.06,42.0,26.0,23.0,91.0,13.0,4.0,2.0,3.0,0.0,28.0,20.0,29.0,55.0,3.0,6.0,56.0,17.0,10.0,15.0,33.0,20.0,15.0,1.24,2.28,7.81,2.0,4.0,7.0,91.0,68.0,68.0,5.0,0.86,0.9,0.9,11.29,11.29,11.11,83.6,18.29,6.31,15.52,2.86,45.8,22.22,15.83,18.29,15.83,75.0,36.0,36.0,147.0,11.0,9.0,1.0,12.0,0.0,50.0,29.0,64.0,100.0,3.0,6.0,55.0,10.0,4.0,16.0,48.0,41.0,22.0,2.06,5.44,10.79,1.0,2.0,8.0,147.0,111.0,111.0,6.0,1.83,3.2,3.2,16.93,16.93,15.26
BOS,2025,BOS,BOS,Team Level,all,29,0.45,0.47,0.47,105700.0,897.65,89.4,58.39,219.52,30.16,471.39,348.14,84.61,89.08,84.33,786.0,431.0,470.0,1687.0,90.0,91.0,12.0,157.0,1.0,430.0,448.0,696.0,1127.0,139.0,317.0,885.0,729.0,133.0,465.0,896.0,225.0,96.0,25.03,28.48,35.89,35.0,31.0,24.0,1675.19,1217.0,1209.51,209.0,13.01,18.63,19.33,83.09,82.89,80.13,1015.21,108.0,71.69,249.25,34.43,534.11,373.52,101.38,108.6,101.98,897.0,474.0,509.0,1880.0,93.0,118.0,8.0,210.0,1.0,482.0,467.0,804.0,1278.0,120.0,273.0,825.0,642.0,131.0,449.0,929.0,321.0,121.0,26.41,41.27,40.32,28.0,38.0,27.0,1891.83,1371.0,1380.35,187.0,16.34,23.19,23.19,101.15,101.76,97.93
BOS,2025,BOS,BOS,Team Level,5on5,29,0.45,0.48,0.48,82946.0,686.63,56.18,42.05,176.48,22.94,356.79,273.56,53.47,55.85,53.19,597.0,331.0,386.0,1314.0,55.0,72.0,6.0,134.0,0.0,323.0,344.0,542.0,873.0,121.0,277.0,659.0,679.0,96.0,403.0,716.0,159.0,53.0,20.18,20.56,15.44,27.0,21.0,7.0,1302.19,928.0,920.51,184.0,8.72,13.62,14.05,50.85,50.66,49.79,743.98,68.28,48.64,194.17,25.47,390.05,286.41,65.4,68.88,66.0,650.0,363.0,422.0,1435.0,59.0,90.0,4.0,159.0,1.0,353.0,351.0,591.0,954.0,111.0,255.0,611.0,610.0,112.0,380.0,712.0,231.0,70.0,19.54,29.77,18.97,25.0,28.0,6.0,1446.83,1013.0,1022.35,166.0,10.13,17.03,17.03,61.38,62.0,60.77
BOS,2025,BOS,BOS,Team Level,4on5,29,0.1,0.11,0.12,10228.0,20.84,1.97,1.09,3.36,0.74,7.23,14.6,1.93,1.97,1.93,25.0,4.0,3.0,32.0,1.0,1.0,0.0,2.0,0.0,6.0,19.0,24.0,28.0,10.0,24.0,84.0,22.0,20.0,21.0,21.0,4.0,4.0,0.55,0.51,0.9,0.0,1.0,0.0,32.0,29.0,29.0,16.0,0.25,0.2,0.2,2.02,2.02,2.01,161.64,18.37,15.32,35.45,5.24,90.22,48.39,17.31,18.37,17.31,145.0,68.0,50.0,263.0,19.0,15.0,1.0,37.0,0.0,73.0,69.0,126.0,194.0,4.0,8.0,101.0,3.0,4.0,38.0,148.0,42.0,23.0,4.04,5.32,9.02,2.0,6.0,11.0,263.0,213.0,213.0,8.0,4.05,1.86,1.86,20.56,20.56,19.64
BOS,2025,BOS,BOS,Team Level,5on4,29,0.87,0.88,0.85,7984.0,140.48,19.92,12.13,30.08,4.62,82.76,42.49,18.14,19.92,18.14,122.0,70.0,58.0,250.0,21.0,14.0,4.0,18.0,1.0,73.0,65.0,101.0,171.0,5.0,10.0,86.0,11.0,7.0,26.0,126.0,42.0,24.0,3.06,5.13,11.73,6.0,5.0,10.0,250.0,192.0,192.0,4.0,3.18,3.9,4.17,18.93,18.93,17.22,25.99,3.05,1.42,4.11,0.87,8.04,16.51,2.84,3.05,2.84,27.0,7.0,1.0,35.0,4.0,4.0,2.0,2.0,0.0,6.0,18.0,23.0,30.0,2.0,4.0,58.0,19.0,11.0,15.0,21.0,7.0,6.0,0.76,0.74,1.55,0.0,2.0,2.0,35.0,34.0,34.0,7.0,0.33,1.11,1.11,2.27,2.27,2.26
NJD,2025,NJD,NJD,Team Level,other,27,0.5,0.5,0.53,3238.0,50.37,11.72,3.77,8.97,1.84,27.54,17.17,10.91,11.72,10.91,47.0,24.0,26.0,97.0,13.0,5.0,0.0,5.0,0.0,27.0,21.0,34.0,58.0,0.0,0.0,32.0,5.0,7.0,8.0,35.0,19.0,17.0,1.51,2.6,7.6,3.0,3.0,7.0,97.0,71.0,71.0,3.0,1.1,1.82,1.82,10.99,10.99,10.31,47.58,11.6,3.64,8.45,1.71,25.49,13.1,9.65,11.6,9.65,43.0,21.0,32.0,96.0,9.0,4.0,1.0,6.0,1.0,25.0,19.0,34.0,55.0,1.0,2.0,38.0,13.0,2.0,15.0,26.0,22.0,16.0,1.18,3.12,7.3,0.0,4.0,5.0,96.0,64.0,64.0,8.0,1.08,1.77,1.77,10.91,10.91,9.36
NJD,2025,NJD,NJD,Team Level,all,27,0.51,0.5,0.51,98469.0,861.47,88.4,59.07,206.17,29.08,463.98,334.3,83.4,88.47,83.48,797.0,384.0,467.0,1648.0,81.0,84.0,5.0,144.0,2.0,446.0,424.0,716.0,1100.0,92.0,212.0,745.0,558.0,129.0,420.0,847.0,234.0,100.0,24.12,30.3,33.98,31.0,29.0,21.0,1647.37,1181.0,1185.1,189.0,13.23,19.57,19.57,82.06,82.14,79.76,829.5,86.42,57.85,198.45,27.89,449.89,316.51,81.54,86.37,81.51,770.0,367.0,479.0,1616.0,82.0,90.0,10.0,171.0,3.0,389.0,402.0,688.0,1055.0,84.0,192.0,752.0,535.0,127.0,428.0,801.0,235.0,101.0,24.34,29.9,32.18,36.0,24.0,22.0,1616.87,1137.0,1134.08,211.0,12.94,18.99,18.99,80.37,80.44,77.23
NJD,2025,NJD,NJD,Team Level,5on5,27,0.49,0.5,0.51,81166.0,677.31,57.98,43.4,170.5,22.61,364.89,269.62,55.57,58.05,55.64,615.0,314.0,372.0,1301.0,48.0,56.0,1.0,128.0,2.0,348.0,347.0,567.0,881.0,83.0,191.0,601.0,523.0,108.0,375.0,695.0,179.0,55.0,19.13,23.4,15.45,25.0,19.0,4.0,1300.37,929.0,933.1,171.0,9.02,12.1,12.1,54.9,54.98,53.98,653.08,60.67,42.85,162.78,21.75,350.83,257.1,58.56,60.63,58.53,603.0,293.0,383.0,1279.0,62.0,73.0,8.0,135.0,2.0,304.0,320.0,541.0,834.0,73.0,167.0,581.0,500.0,116.0,381.0,653.0,175.0,68.0,19.8,22.44,18.43,32.0,18.0,12.0,1279.87,896.0,893.08,192.0,8.92,14.73,14.74,54.86,54.93,54.02
NJD,2025,NJD,NJD,Team Level,4on5,27,0.14,0.12,0.15,7374.0,20.16,2.15,1.02,2.81,0.6,6.22,14.2,2.1,2.15,2.1,20.0,7.0,3.0,30.0,3.0,2.0,0.0,0.0,0.0,6.0,16.0,17.0,24.0,5.0,13.0,55.0,17.0,10.0,17.0,18.0,6.0,3.0,0.55,0.79,0.81,1.0,1.0,1.0,30.0,27.0,27.0,13.0,0.23,0.38,0.38,2.0,2.0,1.99,114.02,12.86,10.58,25.03,3.98,68.6,35.96,12.07,12.86,12.07,108.0,49.0,60.0,217.0,11.0,12.0,1.0,29.0,0.0,57.0,48.0,97.0,146.0,8.0,19.0,83.0,9.0,1.0,21.0,108.0,33.0,16.0,2.87,3.78,6.21,4.0,2.0,5.0,217.0,157.0,157.0,2.0,2.77,2.24,2.23,13.39,13.39,12.65
NJD,2025,NJD,NJD,Team Level,5on4,27,0.93,0.9,0.89,6691.0,113.62,16.55,10.89,23.88,4.03,65.33,33.32,14.82,16.55,14.82,115.0,39.0,66.0,220.0,17.0,21.0,4.0,11.0,0.0,65.0,40.0,98.0,137.0,4.0,8.0,57.0,13.0,4.0,20.0,99.0,30.0,25.0,2.93,3.51,10.11,2.0,6.0,9.0,220.0,154.0,154.0,2.0,2.88,5.27,5.27,14.17,14.17,13.48,14.82,1.28,0.79,2.18,0.45,4.96,10.35,1.25,1.28,1.25,16.0,4.0,4.0,24.0,0.0,1.0,0.0,1.0,0.0,3.0,15.0,16.0,20.0,2.0,4.0,50.0,13.0,8.0,11.0,14.0,5.0,1.0,0.48,0.55,0.25,0.0,0.0,0.0,24.0,20.0,20.0,9.0,0.18,0.25,0.25,1.21,1.21,1.2
